지점,지점명,일시,평균기온..C.,최저기온..C.,최고기온..C.,일강수량.mm.,최대.풍속.m.s.,평균.풍속.m.s.,합계.일사량.MJ.m2.,평균.전운량.1.10.
251,고창군,2021-01-24,7.1,2.2,12.3,NA,3.5,1.4,11.89,4.5
251,고창군,2021-01-25,6.5,1.7,13.5,NA,2.3,1,12.67,6
251,고창군,2021-01-26,5.5,3.9,8.1,0.1,3.8,1.4,4.01,9.8
251,고창군,2021-01-27,2.7,-0.9,7.4,NA,6.3,2.2,13.43,5.9
251,고창군,2021-01-28,-0.5,-5.1,6.3,0.3,7.9,3.2,4.44,8
251,고창군,2021-01-29,-5.2,-8,-1.4,0.2,4.8,2.2,14.65,3.5
251,고창군,2021-01-30,1.7,-7,9.3,0,4.6,1.4,6.79,3.4
251,고창군,2021-01-31,6,-3.5,12.4,0,5.8,2.2,10.1,5.1
251,고창군,2021-02-01,8.2,2.9,11.1,1,4.5,2,5.06,8
251,고창군,2021-02-02,-2.4,-5.4,2.9,0,5.8,3,15.33,2.6
251,고창군,2021-02-03,0.3,-6.4,4.3,0,4.3,1.7,14.91,3
251,고창군,2021-02-04,-0.1,-4.7,4.4,1.6,4.7,2,15.92,0.9
251,고창군,2021-02-05,1.7,-5.8,9.5,NA,2.7,0.8,11.36,6.9
251,고창군,2021-02-06,6.1,-0.7,10.3,NA,3.8,1.2,5.36,7.5
251,고창군,2021-02-07,5.5,-0.3,11.5,NA,3.8,1.3,12.64,4.3
251,고창군,2021-02-08,-1,-4.4,1.8,NA,6.9,3,16.34,0.1
251,고창군,2021-02-09,-0.5,-6,5.7,NA,3.8,1.3,16.46,0.5
251,고창군,2021-02-10,2,-5,9.8,NA,3.5,0.8,14.94,2.8
251,고창군,2021-02-11,4.5,-0.9,10.7,NA,2.7,0.8,9.93,9.8
251,고창군,2021-02-12,6.6,1,15.1,NA,3.8,0.9,14.47,6.1
251,고창군,2021-02-13,6.6,-1.4,16.4,NA,3.4,1,15.74,0.8
251,고창군,2021-02-14,8.6,2.1,16.2,0.1,2.7,0.6,6.43,8.9
251,고창군,2021-02-15,2.6,-0.3,6.8,0,7.1,3.3,4.85,7.8
251,고창군,2021-02-16,-0.6,-5.1,4.9,1.7,6.1,2.8,12.13,4.5
251,고창군,2021-02-17,-4.8,-6,-3.5,1.1,6.5,3.9,7.87,9.1
251,고창군,2021-02-18,-2.6,-6,-0.5,0,5.7,3.2,10.61,7.5
251,고창군,2021-02-19,3.6,-5.3,9.8,NA,4.9,1.8,17.75,0.9
251,고창군,2021-02-20,10.6,6.1,15.5,NA,3.9,1.9,14.84,2.1
251,고창군,2021-02-21,15.2,8.3,22.1,NA,5.2,2.7,17.15,1.6
251,고창군,2021-02-22,9.9,1.8,17.3,NA,5,2.4,15.77,2.1
251,고창군,2021-02-23,1.4,-2.3,6.5,NA,3.9,2,15.63,3
251,고창군,2021-02-24,1.6,-3,8.1,NA,3,1,6.7,7.6
251,고창군,2021-02-25,2.9,-0.9,4.4,7.1,2.8,1.2,2.29,8.3
251,고창군,2021-02-26,8.5,2.9,15.8,NA,5.4,2,15.92,8
251,고창군,2021-02-27,9,3.7,14.6,NA,4.4,2,16.04,6.6
251,고창군,2021-02-28,7.2,3.2,11,0,3.4,1.4,5.64,7.6
251,고창군,2021-03-01,10.9,4.3,16.2,21.2,7.5,4.1,3.62,9.6
251,고창군,2021-03-02,3,-1.4,7.1,NA,4.6,2.4,13.69,5.9
251,고창군,2021-03-03,4.3,-2.8,11.4,NA,3,0.9,16.95,4.6
251,고창군,2021-03-04,7.2,3.4,10.1,0.1,3.7,1.6,5.02,9.3
251,고창군,2021-03-05,8.6,3.7,15.9,NA,4.3,1.9,19.59,7
251,고창군,2021-03-06,6.5,3.2,12.3,NA,4.4,1.6,13.58,6.4
251,고창군,2021-03-07,7.4,4.4,12.3,NA,3.4,1.2,12.99,8.4
251,고창군,2021-03-08,6.6,1.4,14.4,NA,4,1.6,17.93,4.8
251,고창군,2021-03-09,5.4,0.6,12.3,NA,3.7,1.2,17.21,6.8
251,고창군,2021-03-10,7.3,0.8,17.4,NA,2.9,1.1,19.84,1.3
251,고창군,2021-03-11,9.5,1.8,18.8,1.1,3.7,1,17.4,8.5
251,고창군,2021-03-12,7.8,5.3,9.3,14.2,5.4,2.6,3.66,8
251,고창군,2021-03-13,7.6,2.3,15.7,NA,3.6,1.2,17.92,3.4
251,고창군,2021-03-14,7.3,1.3,14.1,NA,3.9,1,17.94,5.4
251,고창군,2021-03-15,10.8,1.2,19.1,3.8,5.1,1.5,17.44,8.6
251,고창군,2021-03-16,8.6,0.6,13.8,2.9,4.5,2.1,19.56,4.5
251,고창군,2021-03-17,5.7,-1,16,NA,3,1.2,20.82,2.3
251,고창군,2021-03-18,9,1.1,19.4,NA,3.9,1,21.26,2.1
251,고창군,2021-03-19,11.6,5.3,19.1,NA,3.4,1.1,18.74,6.6
251,고창군,2021-03-20,8.3,5.9,10.5,6.2,4.3,1.5,3.07,9.3
251,고창군,2021-03-21,6.1,4.6,9.8,NA,7.6,3.8,14.19,9.3
251,고창군,2021-03-22,6.4,0.6,11.5,NA,6.3,2.8,23.14,1.6
251,고창군,2021-03-23,8.9,2,16.2,NA,4.4,1.5,21.78,1.4
251,고창군,2021-03-24,10.6,5,17.3,NA,4.9,1.7,15.88,6.1
251,고창군,2021-03-25,10.3,3.7,20.2,NA,3.5,1,23.1,3.9
251,고창군,2021-03-26,10.8,1.2,23.4,NA,3.4,0.9,20.66,6.1
251,고창군,2021-03-27,14.5,8.4,16.3,22.2,7.9,3.2,3.42,9.6
251,고창군,2021-03-28,10.8,9,14.6,0.1,4.5,2.1,9.75,6.6
251,고창군,2021-03-29,11.3,6.7,17.7,NA,3.9,1.3,18,6.1
251,고창군,2021-03-30,11.3,5.5,18.2,NA,5.3,1.9,22.34,3.4
251,고창군,2021-03-31,12.6,3.7,23.1,NA,3.6,1.2,21.32,6.4
251,고창군,2021-04-01,15.4,7.4,22.3,NA,3.7,1.6,12.35,7.6
251,고창군,2021-04-02,19.6,13.8,24.2,NA,5.2,1.9,19.4,7
251,고창군,2021-04-03,16.7,11.5,19.8,5.7,8.3,3.6,4.33,8.8
251,고창군,2021-04-04,9.8,6.3,12.3,3.9,3.2,1.6,3.42,9.3
251,고창군,2021-04-05,9.7,4.1,17.2,NA,4.5,1.6,25,2
251,고창군,2021-04-06,10.4,3.7,18.3,NA,4.4,1.3,22.33,3.7
251,고창군,2021-04-07,11.4,3.1,21.3,NA,4.6,1.1,19.41,3.1
251,고창군,2021-04-08,10.2,4,17.4,NA,5.5,1.6,25.78,2.1
251,고창군,2021-04-09,10.9,2.5,20.2,NA,4.5,1.3,22.92,2
251,고창군,2021-04-10,12.2,6,19.5,NA,4.7,1.4,23.35,2.3
251,고창군,2021-04-11,14.2,5.4,23.1,NA,4.1,1.2,25.11,2.1
251,고창군,2021-04-12,13.8,12.1,14.8,14.5,7.6,3.1,3.64,9.9
251,고창군,2021-04-13,8.9,4.8,14.1,1.2,5.1,2.9,14.27,6.9
251,고창군,2021-04-14,7.4,1.7,14.5,NA,4.9,1.9,27.41,2.3
251,고창군,2021-04-15,9.8,0.3,18.7,NA,4.8,1.5,24.28,4.4
251,고창군,2021-04-16,12.4,8.8,16,1,5.1,2.2,7.52,7.8
251,고창군,2021-04-17,9.1,5,16.2,NA,7.6,2.4,23.08,3.9
251,고창군,2021-04-18,9.7,4.4,15,NA,5.9,3,27.24,1.6
251,고창군,2021-04-19,10.9,2.4,19.6,NA,4.1,1.3,27.18,1.1
251,고창군,2021-04-20,12.9,4,23.1,NA,4.1,1.3,26,2.3
251,고창군,2021-04-21,17.1,8.9,26.6,NA,4.3,1.3,19.2,8.1
251,고창군,2021-04-22,19.5,12.7,24.9,0,5.2,1.9,11.34,9.3
251,고창군,2021-04-23,21.8,18,26.7,0,6.2,2.6,18.16,8.9
251,고창군,2021-04-24,18.2,12.1,25.9,NA,5.3,1.7,24.93,4.4
251,고창군,2021-04-25,15.5,7.9,25.2,NA,4.7,1.4,25.18,2.9
251,고창군,2021-04-26,15.2,8.9,22.8,NA,4.2,1.2,25.83,3.9
251,고창군,2021-04-27,16.2,10,21.8,NA,4,1.8,15.35,9.3
251,고창군,2021-04-28,16,11.3,21.4,0.2,3.7,1.3,18.57,8.5
251,고창군,2021-04-29,16.3,11,21.2,1.3,8.6,2.4,25.21,6
251,고창군,2021-04-30,13.4,10.1,16.9,1.2,8.8,3,25.07,5.6
251,고창군,2021-05-01,9.8,7,14.3,8.4,5.8,2.3,11.75,6.8
251,고창군,2021-05-02,10.4,5.4,17,NA,4.3,1.4,21.1,4.3
251,고창군,2021-05-03,13.9,5.1,22.9,NA,4.4,1.2,27.13,4.5
251,고창군,2021-05-04,17.6,12.8,21.3,16.2,7,3.5,7.91,9.4
251,고창군,2021-05-05,12.8,6.1,19.6,0.1,5.7,2,28.58,2.1
251,고창군,2021-05-06,15.3,4.8,24.6,NA,4.2,1.4,22.26,6.4
251,고창군,2021-05-07,15.1,7.1,20.9,NA,5.6,3,12.23,5.3
251,고창군,2021-05-08,15.1,6.4,23.6,NA,5.6,2.3,26.23,2.6
251,고창군,2021-05-09,15,6.5,22.8,NA,4,1,28.35,1
251,고창군,2021-05-10,15.7,11.6,19.6,0.1,7.1,2.1,9.66,8.3
251,고창군,2021-05-11,18.9,13.1,24.7,1.2,3.8,2.1,16.58,9.5
251,고창군,2021-05-12,20.6,12.6,28,NA,4.3,2,27.69,3.5
251,고창군,2021-05-13,20.4,13.3,28.6,NA,3.9,1.2,27.66,2.8
251,고창군,2021-05-14,21.5,14.1,29.1,0.1,3.7,1.2,20.36,8.4
251,고창군,2021-05-15,22.3,19.7,25.1,12,4.6,2,9.64,9.1
251,고창군,2021-05-16,20.4,15.8,22.4,41.6,6.3,2.4,2.47,10
251,고창군,2021-05-17,14.9,13.8,16.2,2.2,3.1,1.6,5.54,8.6
251,고창군,2021-05-18,16.8,12.8,22.7,NA,3.7,1.3,22.44,7.5
251,고창군,2021-05-19,19.4,12.4,27.2,NA,4.1,1.2,26.34,6.3
251,고창군,2021-05-20,15.8,14.3,19.2,4.6,3.6,1.4,5.04,9.6
251,고창군,2021-05-21,15.8,11.8,20,0.4,6.2,2.8,22.54,7.8
251,고창군,2021-05-22,17.4,10.8,25.2,NA,4,1.5,28.73,0.4
251,고창군,2021-05-23,19.8,11.3,29.2,0,3.6,1.2,23.32,6.8
251,고창군,2021-05-24,18.1,12.3,24.1,0.3,4.3,1.6,24.7,6.3
251,고창군,2021-05-25,15.9,10.6,21.3,3.4,6.1,2.1,23.84,4.4
251,고창군,2021-05-26,18.4,11.8,24.1,NA,5.8,2.1,14.46,9.3
251,고창군,2021-05-27,15.7,10.7,21.1,0.3,4.1,1.7,10.26,5.5
251,고창군,2021-05-28,17.6,10.3,23.1,9.2,6.5,2.9,18.01,3.6
251,고창군,2021-05-29,17.8,11.3,24.6,NA,4.8,1.3,29.08,1
251,고창군,2021-05-30,21.7,12.4,29,0,3.8,1.4,27.39,2.9
251,고창군,2021-05-31,21.8,15.5,29.2,1.2,3.8,1.5,25.1,3.8
251,고창군,2021-06-01,22.4,16,29.6,NA,5,1.5,25.62,4.9
251,고창군,2021-06-02,23.2,17,28.6,NA,5.2,1.9,21.75,6.4
251,고창군,2021-06-03,19.6,18,21.5,19.4,3.6,1.7,5.53,9.1
251,고창군,2021-06-04,18.2,13.6,24.1,0.4,3.6,1.4,27.84,4.3
251,고창군,2021-06-05,21.1,13.1,26.2,NA,4.5,2.3,23.55,2.3
251,고창군,2021-06-06,22.9,18.3,29.1,0.1,5.1,2.6,24.93,3.1
251,고창군,2021-06-07,23,15.8,30.6,NA,2.8,1,22.6,5.1
251,고창군,2021-06-08,23.9,16.1,30.7,NA,3.6,1.1,27.37,4.9
251,고창군,2021-06-09,25,18.2,32.4,0,3.4,1.2,25.14,4.5
251,고창군,2021-06-10,23.6,19.5,27.7,17.9,7.3,2.9,10.94,9.1
251,고창군,2021-06-11,22.5,20,29,66.8,5.2,1,17.67,6.8
251,고창군,2021-06-12,22.4,18.3,29.3,NA,3.5,1.6,21.89,6.4
251,고창군,2021-06-13,20.6,17.3,27.9,NA,3.1,1.3,20.35,5.5
251,고창군,2021-06-14,21.6,18,27.8,NA,3.7,1.2,15.98,7.6
251,고창군,2021-06-15,20.5,19.2,22.2,16.2,3.1,1.5,5.47,7.9
251,고창군,2021-06-16,23.7,19.3,28.6,0.1,3.7,2.3,21.13,6
251,고창군,2021-06-17,21.4,19.2,26.6,1,3.1,0.8,9.92,9.8
251,고창군,2021-06-18,20.7,19.2,22.7,6.2,2.8,1,6.78,9.3
251,고창군,2021-06-19,21.5,16.7,27.6,NA,3.7,1.1,24.8,5.5
251,고창군,2021-06-20,22.9,14.1,31.2,NA,4.3,1.4,30.08,3
251,고창군,2021-06-21,22.8,17.3,29.9,NA,4.2,1.4,29.12,2.5
251,고창군,2021-06-22,22.9,15.8,29.2,0,4.9,1.2,21.13,4.6
251,고창군,2021-06-23,22.4,19.1,26.6,0.1,4.5,1.8,18.37,5.1
251,고창군,2021-06-24,22,18.1,26.8,0,4,1.2,17.49,6.5
251,고창군,2021-06-25,23.3,17.7,29.8,0,4,1.2,23.21,7.5
251,고창군,2021-06-26,23.6,19.8,29.7,0.6,2.6,1,20.07,7.3
251,고창군,2021-06-27,23.8,18.1,29.1,1.7,2.9,1,18.79,5.9
251,고창군,2021-06-28,23.5,19.4,29.6,0.9,4.4,1,20.88,5.6
251,고창군,2021-06-29,22.8,18.5,29,NA,4.7,1.3,23.83,5.3
251,고창군,2021-06-30,24,19.5,30.2,0,2.8,0.8,17.87,6.4
251,고창군,2021-07-01,24.8,18.8,31.6,NA,3.1,1.1,20.63,5.6
251,고창군,2021-07-02,25.1,20.7,31.6,0,2.9,0.8,17.09,7.6
251,고창군,2021-07-03,23.9,22.3,25.3,22.4,7.3,3.2,5.54,9
251,고창군,2021-07-04,22.2,20.3,25.6,1.7,5.9,2.5,6.14,8.3
251,고창군,2021-07-05,21.6,20.2,23.8,28.2,6.3,1.2,4.8,9.1
251,고창군,2021-07-06,23.3,21.2,24.7,53.1,2.6,0.6,4.25,9.8
251,고창군,2021-07-07,25.2,24.2,26.7,24.2,3.1,0.8,4.35,9.9
251,고창군,2021-07-08,24.6,22.7,28.1,1.5,2.8,0.8,9.91,9.9
251,고창군,2021-07-09,25.7,22.7,30.6,0.3,3.4,1.1,21.73,6.1
251,고창군,2021-07-10,26.3,22.2,31.6,NA,4.6,1.5,20.73,4.1
251,고창군,2021-07-11,26.6,22.2,31.6,NA,3.6,1.5,16.36,7.1
251,고창군,2021-07-12,28,24.8,32.2,NA,3.8,1.7,20.39,7.1
251,고창군,2021-07-13,28.5,25,33,NA,5.5,3,20.74,7.3
251,고창군,2021-07-14,28,25.5,31.5,NA,4.1,2.3,16.45,8.3
251,고창군,2021-07-15,28.4,23.8,33.9,NA,3.9,1.4,27.56,5.4
251,고창군,2021-07-16,26.4,21.6,33.7,28.6,3.7,1.1,18.62,5.1
251,고창군,2021-07-17,25.2,20.8,31.2,3.3,4.2,1,22.43,5.5
251,고창군,2021-07-18,26.5,22.3,32,9.9,4.4,1.3,19.65,7
251,고창군,2021-07-19,26.8,23.2,32.3,0.2,3.8,1.3,18.44,7.5
251,고창군,2021-07-20,27.1,22.6,32.7,NA,2.9,0.8,19.62,7.4
251,고창군,2021-07-21,28.5,21.5,35.2,NA,4.1,1.4,27.68,4
251,고창군,2021-07-22,27.5,21.5,34.8,NA,4,1.4,27.09,3.9
251,고창군,2021-07-23,28.2,22.3,34.7,NA,3.5,1,24.98,6.5
251,고창군,2021-07-24,28.6,24.2,34,NA,2.5,1,22.97,7.9
251,고창군,2021-07-25,28.7,23.4,34.1,NA,4.1,1.5,26.06,5.9
251,고창군,2021-07-26,28.4,24.2,33.5,NA,3.7,1.6,24.29,4.8
251,고창군,2021-07-27,28.4,21.7,34.3,NA,3.4,1.1,24.35,3.1
251,고창군,2021-07-28,27.9,22.3,34.4,3.1,3.2,1.2,22.3,5
251,고창군,2021-07-29,27.6,23.6,33.4,0.7,4.1,1,21,6.5
251,고창군,2021-07-30,27.1,20.9,33.2,16.5,4.3,1.5,20.5,5.1
251,고창군,2021-07-31,28,24.2,33.9,16.2,3.6,0.9,25.36,6.3
251,고창군,2021-08-01,26.9,23.7,31.7,9.9,3.9,1,12.13,8.9
251,고창군,2021-08-02,25.7,23.7,29.5,59.4,4.6,0.9,11.37,9.3
251,고창군,2021-08-03,26.6,23.6,32.2,1,2.6,0.8,15.31,6.6
251,고창군,2021-08-04,27.5,22.8,33.1,2.2,4.6,1,22.97,3.9
251,고창군,2021-08-05,28.2,23,34.4,NA,3.5,0.9,24.89,3.8
251,고창군,2021-08-06,27.5,22.7,34.4,0,4.2,1.3,23.03,3.8
251,고창군,2021-08-07,26.7,21.9,33.1,NA,3.8,1.5,23.61,6.1
251,고창군,2021-08-08,25.7,23,29.2,0.6,3.5,1,10.17,8.5
251,고창군,2021-08-09,26.7,21.8,32.2,NA,3.4,1.4,25.98,4.9
251,고창군,2021-08-10,26.7,22.1,32.9,NA,3.7,1.2,22.57,7.3
251,고창군,2021-08-11,26.7,20.8,33,NA,3.7,1,23.8,4
251,고창군,2021-08-12,25.1,21.5,31.2,3.9,3,0.8,12.28,7.9
251,고창군,2021-08-13,25.3,21.7,31.4,0.9,2.8,0.9,14.95,8.9
251,고창군,2021-08-14,23.9,21.2,29.3,5.9,4.1,1.1,16.7,8.4
251,고창군,2021-08-15,25.3,19.7,31.4,0,2.9,0.9,20.36,7.8
251,고창군,2021-08-16,26,21.7,31.5,0,2.8,1.3,23.56,5.3
251,고창군,2021-08-17,25.2,21.2,30.6,NA,4.3,1.8,24.47,4
251,고창군,2021-08-18,23.1,20.3,29.4,1.3,3.1,0.9,12.73,6
251,고창군,2021-08-19,22.7,18.9,28.6,3.4,2.7,0.6,14.75,5.9
251,고창군,2021-08-20,25.3,19.7,31,NA,4.6,2.2,25.46,3.8
251,고창군,2021-08-21,24.8,22.8,27.3,33.3,7.5,3,4.54,8.6
251,고창군,2021-08-22,25.2,21,29.7,NA,2.5,0.8,15.08,6.9
251,고창군,2021-08-23,24.1,22.7,26.1,40.2,3.1,1.2,5.14,10
251,고창군,2021-08-24,25.4,22.6,29,71.7,6.2,2.4,7.48,9.4
251,고창군,2021-08-25,25.1,23.2,29,6.7,5.1,1.2,11.08,8.8
251,고창군,2021-08-26,25.6,21.3,32,NA,2.5,0.9,20.28,6.6
251,고창군,2021-08-27,21.9,20.4,24.6,66.1,7.5,1.7,4.51,8.5
251,고창군,2021-08-28,23.7,20,28.8,0,3.8,1.5,17.16,7.6
251,고창군,2021-08-29,22.3,19.5,28,19.2,4.3,1.1,10.38,8.1
251,고창군,2021-08-30,23.4,20.6,28.6,4,3.4,1.1,14.31,8.3
251,고창군,2021-08-31,25.6,21.5,31.1,NA,3.3,1,18.12,7.8
251,고창군,2021-09-01,24.4,21.1,27.2,8.4,4.8,2,7.78,9.3
251,고창군,2021-09-02,21.9,19.8,24.4,3.1,3.6,0.8,6.79,7.8
251,고창군,2021-09-03,22.9,19.8,28.3,8.2,2.6,0.9,17.52,6.4
251,고창군,2021-09-04,23.7,20.1,27.9,NA,2.9,1.1,13.94,9.1
251,고창군,2021-09-05,21.5,18.2,24.1,15.5,3.3,1.1,5.14,9.1
251,고창군,2021-09-06,21,18.2,23.3,20.4,6,3.5,3.81,9.4
251,고창군,2021-09-07,22.5,20,25,3,5.1,2.3,5.22,8.8
251,고창군,2021-09-08,21.7,17.1,27.3,0.6,3.8,1.1,17.57,5
251,고창군,2021-09-09,22.4,16.6,29.6,NA,3,0.7,18.49,7
251,고창군,2021-09-10,22.3,19.7,25.5,NA,2.2,0.3,6.09,8.1
251,고창군,2021-09-11,23.5,18.5,30.4,NA,3,0.7,20.4,1.4
251,고창군,2021-09-12,23.6,18.4,29.4,NA,4,1.1,19.02,6.3
251,고창군,2021-09-13,24,20.1,27.7,NA,3.4,1.2,10.89,9.3
251,고창군,2021-09-14,22.2,19.7,26.6,1.4,3.3,1.6,7.95,8.9
251,고창군,2021-09-15,23.9,18.3,30,NA,4.2,2.1,22.69,2.4
251,고창군,2021-09-16,22.3,17,28,0.2,2.9,1.6,14.52,7
251,고창군,2021-09-17,21.5,18.8,26.3,2.9,5.4,2.8,13.12,7.3
251,고창군,2021-09-18,21.5,16.5,28.4,NA,2.7,0.8,18.44,4.4
251,고창군,2021-09-19,22.6,17.7,28.8,NA,3.1,1.1,15.72,4.4
251,고창군,2021-09-20,24,18.6,28.8,NA,5.2,2.5,19.67,3.1
251,고창군,2021-09-21,22.4,19.7,26.6,59.1,6.2,2,12.14,6.9
251,고창군,2021-09-22,22.5,17.2,28.2,12.4,5.5,1.1,17.4,2.4
251,고창군,2021-09-23,19.9,15.1,26.4,NA,4.2,1.2,19.53,2.8
251,고창군,2021-09-24,20.3,14.1,27,NA,2.7,0.8,19.86,2.3
251,고창군,2021-09-25,21.5,16.1,26.3,NA,3.2,1.6,14.13,7.4
251,고창군,2021-09-26,22,18.1,26.6,0,3,1.2,13.71,8.9
251,고창군,2021-09-27,22.7,18.3,27.1,0.1,2.6,1,14.1,5.4
251,고창군,2021-09-28,22.2,20.2,25.1,1.8,2.5,1,7.45,9
251,고창군,2021-09-29,22,18.7,25.2,24.5,4.8,1.5,4.19,9.4
251,고창군,2021-09-30,21.3,17.2,27.2,0.1,3.8,1.6,20.18,2
251,고창군,2021-10-01,20.5,15.5,28.3,NA,3.8,0.9,17.7,1.4
251,고창군,2021-10-02,21.5,16.6,28.8,NA,2.7,0.8,18.12,1
251,고창군,2021-10-03,23.8,17.2,30.6,NA,4.1,1.6,18.95,2.7
251,고창군,2021-10-04,24.8,20.7,29.6,NA,5.2,2.6,14.45,4.6
251,고창군,2021-10-05,23.4,17.8,29.4,NA,3.6,1.4,17.66,0.6
251,고창군,2021-10-06,21.6,16.2,29.3,NA,2.6,0.7,19.37,0.8
251,고창군,2021-10-07,21,17.7,26.7,0.5,4,0.9,10.3,4.6
251,고창군,2021-10-08,20.1,18,22.3,2.1,3.5,1.3,6.63,8.9
251,고창군,2021-10-09,23.4,19,29.7,NA,4,1.1,17.29,5.4
251,고창군,2021-10-10,24.1,17.5,29.9,6.6,4.6,1.9,14.01,6.4
251,고창군,2021-10-11,13.9,11.8,17.5,10,5.7,2.4,3.76,9.8
251,고창군,2021-10-12,16,14.6,17.5,4.2,3.4,1.7,2.51,8.1
251,고창군,2021-10-13,19.3,15.6,24.2,NA,2.7,1.3,9.68,5
251,고창군,2021-10-14,20.7,17.1,26.8,NA,4,1.1,15.15,4.9
251,고창군,2021-10-15,17.9,15.1,21.7,11.8,3.3,1.3,7.85,8.6
251,고창군,2021-10-16,12.9,7.3,16.8,4,6.6,3.2,6.55,9.5
251,고창군,2021-10-17,6.8,2.9,12.1,NA,4.8,2.5,19.15,1
251,고창군,2021-10-18,9.6,1.5,17.1,NA,3.8,1.2,18.07,3
251,고창군,2021-10-19,10.9,7,17,4,6.6,1.2,9.46,6.1
251,고창군,2021-10-20,9,5.2,15,NA,3.3,1.1,14.26,6
251,고창군,2021-10-21,9.4,4.3,16.1,NA,3.7,1,14.7,4.3
251,고창군,2021-10-22,10.2,3.2,16.6,NA,6.4,1.6,16.53,0.1
251,고창군,2021-10-23,10.7,3.6,19.3,NA,3.5,0.9,17.35,0.3
251,고창군,2021-10-24,11,4.5,19,NA,3.3,0.7,15.68,5.4
251,고창군,2021-10-25,10.9,6.1,18,NA,4,1.1,16.24,1.9
251,고창군,2021-10-26,11.4,4,19.1,NA,3.5,0.8,14.72,4.4
251,고창군,2021-10-27,12.1,6.8,19.6,NA,4.3,0.9,12.87,3.6
251,고창군,2021-10-28,11.2,4.6,19.2,NA,3.9,0.9,16.62,1.9
251,고창군,2021-10-29,13.7,6.8,20.7,NA,3.6,1.1,12.07,4.8
251,고창군,2021-10-30,13.8,8.6,18.2,NA,2.7,0.8,6.1,6.9
251,고창군,2021-10-31,12.9,6.8,21.2,NA,3.3,0.7,14,2.1
251,고창군,2021-11-01,12.9,8.6,19.9,NA,4.4,0.9,12.21,5.4
251,고창군,2021-11-02,10.7,6,16.2,NA,3.8,0.9,10.89,5.1
251,고창군,2021-11-03,10.2,4.5,17,NA,3.4,1.1,13.8,2.5
251,고창군,2021-11-04,12.5,7.6,19.8,0.1,2.9,0.6,13.4,3
251,고창군,2021-11-05,12.3,6.5,19.7,NA,2.3,0.7,10.97,5.4
251,고창군,2021-11-06,14,8.6,22,NA,3.3,1.3,13.89,1.4
251,고창군,2021-11-07,15.7,7.5,22.8,NA,3.5,1.4,13.89,5
251,고창군,2021-11-08,11,7.6,18.2,20.6,6.8,3.2,3.7,7.5
251,고창군,2021-11-09,8.3,6,12.6,1.7,7.3,2.2,4.75,8.1
251,고창군,2021-11-10,7.2,4.3,10.3,20.2,5.2,1.6,3.69,6.8
251,고창군,2021-11-11,7.2,4.4,9.6,3.8,4.2,1.1,3.45,7.5
251,고창군,2021-11-12,6.2,3.3,9.5,1.9,3.9,1,4.76,NA
251,고창군,2021-11-13,8.1,3,15.9,0,3.2,0.6,11.03,4
251,고창군,2021-11-14,10.4,5,17.7,NA,3.6,0.7,9.68,1.9
251,고창군,2021-11-15,9.2,3.9,16.7,NA,2.5,0.5,11.54,2.1
251,고창군,2021-11-16,8.2,3.5,15.1,NA,3.4,0.8,12.14,1.3
251,고창군,2021-11-17,7.8,1.8,14.7,NA,3.1,0.6,12.84,2
251,고창군,2021-11-18,9.3,3.7,16.9,NA,2.9,0.6,11.29,3
251,고창군,2021-11-19,10.3,5.2,18.5,NA,2.5,0.6,8.6,6.5
251,고창군,2021-11-20,8.5,5.4,13.1,NA,2.6,0.5,6.11,7.5
251,고창군,2021-11-21,10.8,5.3,16.8,0,2.9,0.6,5.01,9.6
251,고창군,2021-11-22,6.2,2.7,11.5,2.2,7.3,3.3,6.18,8.5
251,고창군,2021-11-23,3.4,0.8,6.9,3.2,5,1.6,3.99,6.5
251,고창군,2021-11-24,7.2,2.4,12.6,0,5,1.7,7.59,4.6
251,고창군,2021-11-25,9,4.3,15.6,NA,4.4,1.2,9.88,1.9
251,고창군,2021-11-26,4.9,0.8,11,NA,4.5,0.9,12.74,0.3
251,고창군,2021-11-27,4,-0.4,10,NA,4,1.1,13.04,0
251,고창군,2021-11-28,5.6,-1.4,14.7,NA,2.9,0.7,12.42,3.1
251,고창군,2021-11-29,7.9,-0.1,16.5,NA,2.5,0.5,11.42,4.6
251,고창군,2021-11-30,9.4,4.4,14.3,9.8,8.4,4.2,1.01,9.1
251,고창군,2021-12-01,1.8,0.1,5.1,1.9,6.8,3.3,4.05,6.1
251,고창군,2021-12-02,4,-0.4,7.4,0,4.3,1.3,9.31,4.8
251,고창군,2021-12-03,5.2,3,7.5,1.2,6.6,2.2,3.51,9.3
251,고창군,2021-12-04,3.4,-1.5,9,NA,3.5,1,4.26,5.1
251,고창군,2021-12-05,2.8,-2.6,10.5,NA,2.4,0.5,12.42,0
251,고창군,2021-12-06,6.2,-0.5,13.1,NA,2.8,0.7,11.25,3.5
251,고창군,2021-12-07,5.1,0.3,11.5,NA,3.6,0.9,10.33,0
251,고창군,2021-12-08,5.4,0.3,12.9,NA,3.8,0.7,11.19,0.9
251,고창군,2021-12-09,8.1,0,13.6,NA,4.3,0.7,6.74,6.5
251,고창군,2021-12-10,10.2,5.7,14.5,0,3.9,1,6.61,7.4
251,고창군,2021-12-11,7,2.5,11.5,NA,2.6,0.8,8.01,8
251,고창군,2021-12-12,4.9,0.6,9.6,NA,6.4,2.2,5.08,5
