지점,지점명,일시,평균기온..C.,최저기온..C.,최고기온..C.,일강수량.mm.,최대.풍속.m.s.,평균.풍속.m.s.,합계.일사량.MJ.m2.,평균.전운량.1.10.
159,부산,2020-06-26,23.3,20.3,28.2,NA,7.4,3.8,29.26,4
159,부산,2020-06-27,23.2,20.2,27.9,NA,5.3,2,18.51,6.5
159,부산,2020-06-28,24.9,21.7,30.7,NA,4.7,2.1,24.62,3.1
159,부산,2020-06-29,21.6,18.9,25.2,99.2,7.2,2.7,8.53,8.8
159,부산,2020-06-30,22,19.9,24.7,5.9,13,7.9,21.26,6.5
159,부산,2020-07-01,20.8,19.1,24.3,0,6.7,3.3,19.26,7.1
159,부산,2020-07-02,21.7,19,25.8,NA,4,2,18.43,7.3
159,부산,2020-07-03,20.6,18.7,22.1,7.8,3.9,2.8,7.33,9.4
159,부산,2020-07-04,20.4,18.7,25.4,0,3.6,2.1,11.54,9.1
159,부산,2020-07-05,22.2,19.1,25.9,NA,6.1,2.2,21.59,8.3
159,부산,2020-07-06,22.7,21.2,25.6,0.8,5.5,1.7,6.11,9.9
159,부산,2020-07-07,22.7,21.6,25.1,0.6,8.1,4.4,18.65,8
159,부산,2020-07-08,23.5,21.3,28.1,NA,5.2,2.5,25.75,5
159,부산,2020-07-09,22.2,20.6,25.5,2.1,3.5,2.1,9.47,9.1
159,부산,2020-07-10,22.2,20.8,25.9,208.7,6.1,2.4,5.8,9
159,부산,2020-07-11,21.6,20.2,24.3,NA,4.6,2.6,8.34,8.8
159,부산,2020-07-12,20.1,18.7,21.4,37.5,4.4,2.7,4.46,10
159,부산,2020-07-13,18.9,18.1,20.2,100.9,6,2.7,2.19,10
159,부산,2020-07-14,19.3,18.7,20.7,5.2,3.2,1.5,5.91,10
159,부산,2020-07-15,19.6,18.5,21,0,3.9,2,9.01,10
159,부산,2020-07-16,21.3,18.7,24.2,NA,4.6,2.3,25.64,4.6
159,부산,2020-07-17,21.8,17.8,25.9,NA,4.6,2.6,29.69,1
159,부산,2020-07-18,22.2,18.9,25.5,NA,4.2,2.3,18.17,8
159,부산,2020-07-19,23.2,21.4,25.2,0.5,8.1,3.1,3.3,10
159,부산,2020-07-20,24.9,23.7,26.4,1.1,13.2,7.1,9.14,9.1
159,부산,2020-07-21,24.9,22.6,28.6,3.4,5.5,2.8,21.2,8.4
159,부산,2020-07-22,22.5,21.4,23.9,105.3,2.9,1.3,5.74,10
159,부산,2020-07-23,21.8,21.2,23,176.2,4.8,2.5,3.61,10
159,부산,2020-07-24,21.6,20.1,24.1,2.3,9.9,5.6,14.57,8.9
159,부산,2020-07-25,21.3,20,23.7,1.5,7,3.6,10.47,9.1
159,부산,2020-07-26,23.9,20.2,27.1,NA,5.1,3,26.98,4.3
159,부산,2020-07-27,22.6,21.5,24.7,32.1,3.5,1.8,4.23,9.9
159,부산,2020-07-28,21.9,21.5,22.8,46.5,2.4,1.5,3.69,10
159,부산,2020-07-29,23.2,21.9,24.8,14.3,3.2,1.2,7.94,10
159,부산,2020-07-30,24,22,27.9,50,7,2.8,13.13,8.9
159,부산,2020-07-31,26.1,22.8,30.6,NA,4.5,2.5,22.12,7.4
159,부산,2020-08-01,26.9,24.3,30,NA,6.8,3.7,22.58,7.9
159,부산,2020-08-02,26.8,24.2,30,NA,8.1,4.4,19.47,8.1
159,부산,2020-08-03,26.9,25.2,29.3,NA,7.8,5.3,17.58,8
159,부산,2020-08-04,27,25.1,29.4,NA,9.1,5,22.25,5.1
159,부산,2020-08-05,26.6,25.4,29.2,NA,8,5.1,16.43,8.6
159,부산,2020-08-06,26.1,24.5,27.4,6.3,13.4,7.2,5.83,10
159,부산,2020-08-07,25.6,23.6,27.8,107,10.1,4.2,9.06,9.6
159,부산,2020-08-08,24.9,23.7,26.4,163.1,11.1,5.8,3.1,10
159,부산,2020-08-09,25.8,23.9,28.5,15.1,11.8,7.1,15.91,8.5
159,부산,2020-08-10,25.6,23.5,28.5,12.5,13.3,5.1,8.05,9.4
159,부산,2020-08-11,26.2,23.5,29.8,10.5,12.1,5.2,15.58,8.3
159,부산,2020-08-12,25.9,24.6,28.2,36.6,9,3.5,6.48,7.1
159,부산,2020-08-13,27.6,24.4,31.2,NA,7.9,4.7,24.4,2.9
159,부산,2020-08-14,27.9,26.2,30.2,NA,9.3,5.7,25.7,5.3
159,부산,2020-08-15,28.1,24.7,31.5,NA,7,4,25.64,2.8
159,부산,2020-08-16,28.2,25.5,31.3,NA,6.6,4.5,26.31,2.9
159,부산,2020-08-17,28.4,26,33.1,NA,5,2.5,25.7,2.5
159,부산,2020-08-18,28.7,26.1,31.6,NA,5.3,2.4,25.59,0.9
159,부산,2020-08-19,29.1,26.3,33.2,NA,7,3.4,26.45,0.6
159,부산,2020-08-20,29.4,26.5,33.2,NA,5.5,2.3,25.56,0
159,부산,2020-08-21,26.7,23.6,30.7,NA,4.4,2.6,24.73,1.4
159,부산,2020-08-22,27,24.2,30.8,NA,4.3,2.6,22.03,7.3
159,부산,2020-08-23,27.1,24.7,30.6,NA,4.7,2.2,21.47,5.9
159,부산,2020-08-24,28,24.8,32,NA,5,1.9,25.27,1.8
159,부산,2020-08-25,29.3,25.8,32.8,NA,3.8,2.1,23.7,2.8
159,부산,2020-08-26,28.7,27.6,31.2,0,8.4,4,13.8,8.3
159,부산,2020-08-27,26.2,23.4,28.5,27.4,9.6,4.3,6.58,9.9
159,부산,2020-08-28,26.9,25,31.3,17.6,6.1,3,19.95,7.6
159,부산,2020-08-29,27.5,24,31.4,3.1,8.7,3.1,20.74,5.1
159,부산,2020-08-30,28.5,25.7,33.1,NA,4.1,2.4,22.89,5.5
159,부산,2020-08-31,26.2,24.3,29.7,0,5.4,3.5,13.84,7.6
159,부산,2020-09-01,26.4,23.7,30.6,0,5.1,3.1,12.88,8
159,부산,2020-09-02,26.8,25.4,28.9,29.5,10.7,4.8,6.85,10
159,부산,2020-09-03,25.9,23.2,29.3,28.9,20.5,8.9,20.69,4
159,부산,2020-09-04,24.4,20.9,27.9,NA,6.5,3.7,24.64,1.8
159,부산,2020-09-05,19.9,17.9,22.6,36.3,5.4,2.4,2.47,9.9
159,부산,2020-09-06,20.9,18.7,22,7.4,7.6,4.5,4.55,9.9
159,부산,2020-09-07,22.9,20.7,24.1,113.6,18.4,9,4.64,8.1
159,부산,2020-09-08,24.3,22.2,26.8,NA,9.6,5.9,20.71,4.4
159,부산,2020-09-09,24,22.2,27.3,0,7,3.8,15.6,4.3
159,부산,2020-09-10,24,21.6,27.1,0,5.8,2.9,20.53,6.1
159,부산,2020-09-11,22.8,20.6,27.3,2.7,4.4,2.8,7.65,9.4
159,부산,2020-09-12,21.7,19.7,26.2,1.5,5.5,3.8,14.05,8.4
159,부산,2020-09-13,20.2,18.8,24.6,0,4.9,2.4,10.46,8.6
159,부산,2020-09-14,21.9,18.6,26,NA,6.7,2.4,20.41,4
159,부산,2020-09-15,23.3,20.7,27,NA,4.9,2.2,21.51,5.9
159,부산,2020-09-16,22.6,21.5,24.1,1.2,4.6,2,5.83,9.9
159,부산,2020-09-17,21,17.9,23.2,7.2,4.6,2.3,4.18,9.8
159,부산,2020-09-18,19.5,17.5,21.4,2.2,6,2.4,8.12,7.6
159,부산,2020-09-19,21.6,16.9,26.1,NA,5.5,3.2,19.54,3.3
159,부산,2020-09-20,21.5,17.5,26.6,NA,4.7,2.6,23.24,0.1
159,부산,2020-09-21,20,16.3,25,NA,4.9,2.4,19.58,4.1
159,부산,2020-09-22,19.5,17.4,23.5,NA,6.2,3.7,15.64,5.4
159,부산,2020-09-23,20.2,17.4,23.1,NA,6,3.8,10.7,7.8
159,부산,2020-09-24,21.2,18.4,25.7,0,5.6,3.6,15.45,7.8
159,부산,2020-09-25,21.3,18,25.5,NA,6.7,3.7,15.67,4.9
159,부산,2020-09-26,20.5,17.5,26.4,NA,5.1,2.9,17.39,4.5
159,부산,2020-09-27,20,16.9,25.6,NA,5.6,3.2,15.89,3.1
159,부산,2020-09-28,19.4,16,24.1,NA,4.3,2.9,21.33,2.3
159,부산,2020-09-29,20.1,15.5,25.3,NA,4.7,2.4,20.2,3.5
159,부산,2020-09-30,20.3,17.2,25.6,NA,4.1,2.5,16.96,4.3
159,부산,2020-10-01,20,16.7,24.8,NA,4.1,2.4,18.48,2.5
159,부산,2020-10-02,21.1,16.7,24.5,NA,6.5,2.6,20.16,3
159,부산,2020-10-03,22.1,20.1,25.9,NA,4.4,2.3,14.32,8
159,부산,2020-10-04,21.5,19,25.6,0,6.6,3.1,12.98,9.1
159,부산,2020-10-05,17.2,13.3,21.7,NA,8.9,3.6,21.43,2.3
159,부산,2020-10-06,17.5,13,22.9,NA,5.5,2.6,20.05,3.1
159,부산,2020-10-07,19.1,15.1,23.1,NA,6.3,3.8,20.19,5.4
159,부산,2020-10-08,18.7,16.6,22.2,NA,8.1,5.4,15.88,4.3
159,부산,2020-10-09,19.1,16.8,23.8,NA,7.6,5.1,14.92,7.1
159,부산,2020-10-10,18,15.6,20.8,NA,6.3,3.7,8,6.4
159,부산,2020-10-11,17.7,15,22,NA,5.2,2.8,8.41,5.8
159,부산,2020-10-12,18.9,15.1,24.9,NA,5.3,2,18.41,2.3
159,부산,2020-10-13,17.8,14.2,23.4,NA,4.8,2.4,17.03,4
159,부산,2020-10-14,16.9,13,22.6,NA,5.7,2.2,13.76,3.8
159,부산,2020-10-15,17.2,12.5,23,NA,5.6,2.6,16.2,5.9
159,부산,2020-10-16,16.3,15,18.6,0.2,4.4,2.4,3.98,8.9
159,부산,2020-10-17,17,12.9,22.6,NA,5,2.4,17.52,1.6
159,부산,2020-10-18,17.2,13.7,22.2,NA,3.6,1.5,17,4.1
159,부산,2020-10-19,17.5,12.5,23.2,NA,4.5,2.5,17.63,3.9
159,부산,2020-10-20,17.7,13.6,22.6,NA,4.3,2.2,17.6,0.6
159,부산,2020-10-21,17.3,14.9,22.3,10.4,3.2,1.6,7.41,9
159,부산,2020-10-22,15.3,13.8,17.3,15.8,5.5,2,3.73,9.3
159,부산,2020-10-23,12.7,8.7,18.3,NA,7.9,3.4,18.26,0.8
159,부산,2020-10-24,12,7,18.2,NA,6.6,3.2,17.89,0
159,부산,2020-10-25,14.6,9.5,21.6,NA,6.1,3,17.09,1.8
159,부산,2020-10-26,15.9,11.7,21.5,NA,5.1,1.9,16.34,0.8
159,부산,2020-10-27,16.7,12.2,22.9,NA,4.5,1.7,14.85,2.6
159,부산,2020-10-28,17.3,15.4,22.9,0,5.3,2.8,9.12,5.3
159,부산,2020-10-29,15.4,10.6,21.9,NA,5.2,2.4,13.25,3.9
159,부산,2020-10-30,15,11.4,21,NA,5.8,3.3,15.33,2.3
159,부산,2020-10-31,15,11,20.3,NA,4.3,2.5,15.22,2.4
159,부산,2020-11-01,15.7,12.5,20.2,0,5.8,2.2,7.65,9.5
159,부산,2020-11-02,13.9,12,17.7,3.7,4.5,2.1,5.89,7.5
159,부산,2020-11-03,9.7,5.3,13.3,NA,6.7,3,16.46,0
159,부산,2020-11-04,8.7,4.1,14.6,NA,5.5,2.7,16.5,0.1
159,부산,2020-11-05,12,6.3,17.4,NA,6.1,2,13.59,5.3
159,부산,2020-11-06,17.2,12.3,21.6,NA,5.1,2.1,10.71,9.4
159,부산,2020-11-07,17.6,14.5,21.4,NA,6.6,3,10.33,4.6
159,부산,2020-11-08,14.1,8.8,19.8,NA,5.7,2.8,14.6,0
159,부산,2020-11-09,9.2,5,15.1,NA,7,3,15.73,0
159,부산,2020-11-10,11,7.7,16,NA,5.2,2.4,14.87,0.5
159,부산,2020-11-11,12.5,6.7,18.6,NA,4.3,2,14.25,0.3
159,부산,2020-11-12,14.3,9.7,20,NA,3.5,1.2,14.36,0
159,부산,2020-11-13,15.6,10.9,21.9,NA,5.1,2.4,13.36,0
159,부산,2020-11-14,15.2,12.1,21.5,NA,4.7,3,10.18,4.3
159,부산,2020-11-15,15.5,12.2,20.6,NA,5.4,2.4,13.52,3
159,부산,2020-11-16,16.4,12,22,NA,6.2,2.7,13.17,3.9
159,부산,2020-11-17,17.8,14.9,22.7,NA,4.4,2.3,9.2,6.4
159,부산,2020-11-18,19.4,15.9,23.3,NA,5.1,1.8,9.41,7
159,부산,2020-11-19,19.1,14.9,20.7,31.8,15.6,7,1.24,7.4
159,부산,2020-11-20,12.2,7.2,16.3,NA,8,4.4,13.08,1.6
159,부산,2020-11-21,10.7,6.1,14.8,NA,6.3,3,6.09,4.9
159,부산,2020-11-22,10.8,8.8,12.2,0.8,7.5,2.3,2.67,8
159,부산,2020-11-23,7.9,4.3,12.9,NA,7.5,4,13.47,0
159,부산,2020-11-24,9.6,4.8,16.2,NA,6.8,1.5,11.1,4.5
159,부산,2020-11-25,10.4,7.3,15,NA,7,3.2,12.84,2.5
159,부산,2020-11-26,10.3,7.3,15.4,NA,7.1,2.6,7.29,6
159,부산,2020-11-27,9.8,4.8,14,NA,7.6,3.6,10.03,4.6
159,부산,2020-11-28,5.1,2.4,10.1,NA,6.7,2.9,11.27,4.3
159,부산,2020-11-29,4.9,1.1,10.3,NA,6.6,3.3,13.04,1.1
159,부산,2020-11-30,5.4,1.7,11.2,NA,6.4,2.7,13.14,0.1
159,부산,2020-12-01,6.7,0.6,13.5,NA,6.8,2.7,11.95,2.8
159,부산,2020-12-02,7.9,4.6,14.3,NA,5.9,2.5,8.38,3.8
159,부산,2020-12-03,6.3,3.5,11.5,NA,7.1,2.8,12.22,1.6
159,부산,2020-12-04,4.3,0.5,10.2,NA,7.3,3.7,12.75,0.8
159,부산,2020-12-05,5.7,1.6,10.9,NA,5.5,2.9,12.51,1.1
159,부산,2020-12-06,7.4,3.5,12.3,NA,5,2.9,12.4,0.8
159,부산,2020-12-07,7.5,4.5,11.5,NA,4.3,2.2,6.72,3
159,부산,2020-12-08,4.3,1.4,9,NA,4.4,2.8,11.3,1
159,부산,2020-12-09,6.3,1.3,12.4,NA,6.3,2.3,12,0.6
159,부산,2020-12-10,7.5,4.9,12.3,NA,6.3,2.6,3.5,7.1
159,부산,2020-12-11,9.4,6.1,13.7,NA,4.2,2.2,10.42,5.4
159,부산,2020-12-12,7.5,4.9,11.2,NA,5.6,2.6,11.27,4.1
159,부산,2020-12-13,6.4,2,11.7,NA,9.4,3.3,8.99,4.6
159,부산,2020-12-14,-1.1,-4.1,2,NA,5.3,3.4,9.71,3.1
159,부산,2020-12-15,-2.7,-6,1.3,NA,4.7,2.5,12.75,0
159,부산,2020-12-16,-2.1,-5,2.4,NA,5.9,2.8,12.59,0
159,부산,2020-12-17,-0.5,-5.4,4.7,NA,5.1,2.8,12.57,0.9
159,부산,2020-12-18,3,-1,8.1,NA,6.7,3.3,9.84,4.6
159,부산,2020-12-19,0.7,-1.5,5.9,NA,9.3,4.3,12.95,3.3
159,부산,2020-12-20,1.9,-1.5,6.9,NA,6,2.7,12.55,1.8
159,부산,2020-12-21,2.5,-1.1,7,NA,7.5,3.2,11.28,0.5
159,부산,2020-12-22,4.5,0.3,8.6,NA,8.1,3,10.53,0
159,부산,2020-12-23,6.1,1.9,9,NA,5.7,2.8,7.74,4.9
159,부산,2020-12-24,8.4,3.2,13.6,NA,8.3,3.5,9.38,4.4
159,부산,2020-12-25,3.5,0.2,7.6,NA,7.6,2.9,12.15,0.3
159,부산,2020-12-26,5.6,1.6,10.8,NA,5.4,2.5,11.85,4.3
159,부산,2020-12-27,6.9,4.5,11.1,2.4,5.4,1.6,4.9,9
159,부산,2020-12-28,8.6,4,15,NA,6.1,1.6,11.97,0
159,부산,2020-12-29,8.2,1.7,14.8,6.6,7.2,2.5,8.04,7.8
159,부산,2020-12-30,-3.2,-7.4,1.7,1.2,10,5,12.59,2.6
159,부산,2020-12-31,-2.9,-8,2.9,NA,8.9,4.1,13.07,0.5
162,통영,2020-01-01,1.3,-3.5,6.6,NA,5.5,2.1,NA,2
162,통영,2020-01-02,3.3,-1,8.9,NA,3.8,1.7,NA,1.7
162,통영,2020-01-03,4.6,-0.3,10.6,NA,3.6,1.6,NA,0.6
162,통영,2020-01-04,4.7,0.9,10.5,NA,3.5,1.4,NA,2.3
162,통영,2020-01-05,5.4,-0.2,12.5,NA,3.5,1.6,NA,1.6
162,통영,2020-01-06,7.2,4.4,8.6,7.3,6.2,3.7,NA,9.9
162,통영,2020-01-07,14,8.6,18.4,32.4,14.3,5.2,NA,7.6
162,통영,2020-01-08,8,4,13.7,NA,9.1,4.6,NA,6.4
162,통영,2020-01-09,5,1.7,9.2,NA,4,1.8,NA,6.1
162,통영,2020-01-10,4.5,0.3,11.1,NA,4,1.8,NA,3.3
162,통영,2020-01-11,5.6,1.1,10.4,NA,4.7,2,NA,5.4
162,통영,2020-01-12,4.4,0.8,8,NA,6.2,3.2,NA,2
162,통영,2020-01-13,2.9,-0.4,7.7,NA,5.3,2.2,NA,3
162,통영,2020-01-14,2.2,0,5.8,NA,6,2.2,NA,4.6
162,통영,2020-01-15,2.2,-1.1,8,NA,4.5,1.8,NA,2.4
162,통영,2020-01-16,3.4,-0.7,8.6,NA,4.6,2.1,NA,8.4
162,통영,2020-01-17,5,2.2,10.6,NA,4.5,2,NA,4.8
162,통영,2020-01-18,5.5,1,11,NA,5.2,2.3,NA,4.6
162,통영,2020-01-19,5.1,1.1,9.6,NA,5.8,2.5,NA,5.4
162,통영,2020-01-20,4.9,1.8,9,NA,5.7,2.7,NA,1.4
162,통영,2020-01-21,4.2,-0.6,9.7,NA,5.3,2.7,NA,3.8
162,통영,2020-01-22,6.4,4.6,7.3,18.4,6.9,3.7,NA,9.9
162,통영,2020-01-23,7.5,6.5,9.1,3.1,6.3,3.1,NA,9.3
162,통영,2020-01-24,8.9,4.4,13.8,NA,5.6,2.3,NA,7.3
162,통영,2020-01-25,8.9,7.8,10.5,NA,4.6,3,NA,9.8
162,통영,2020-01-26,9.1,6.3,11.9,0,5.2,2.7,NA,9.1
162,통영,2020-01-27,6.6,4.6,9.9,56.7,7.2,3.8,NA,8.6
162,통영,2020-01-28,8.3,5.3,12.1,NA,4.9,2.2,NA,7.9
162,통영,2020-01-29,7.8,5.5,10.8,3.7,3.9,1.4,NA,9.5
162,통영,2020-01-30,6.3,3.7,10.6,3,4.3,1.6,NA,5.6
162,통영,2020-01-31,5.2,1.7,10.4,NA,4.2,1.7,NA,3.5
162,통영,2020-02-01,5.3,0.6,11,NA,4.2,1.9,NA,0.6
162,통영,2020-02-02,5.4,1.2,10.5,NA,3.7,1.5,NA,3
162,통영,2020-02-03,5,1.4,10.4,NA,4,1.6,NA,2.9
162,통영,2020-02-04,3.9,-1.7,9.3,NA,5.3,2.3,NA,1
162,통영,2020-02-05,2.2,-1.9,6.1,NA,6.5,3.5,NA,0.4
162,통영,2020-02-06,0.3,-4.3,4.7,NA,6.9,3.4,NA,4.3
162,통영,2020-02-07,4.5,0.4,9.8,NA,5,2.2,NA,6
162,통영,2020-02-08,4.5,1,9.8,NA,5.9,3.5,NA,0
162,통영,2020-02-09,3.4,-1.8,8.1,NA,5.9,2.5,NA,0.6
162,통영,2020-02-10,6.1,0.9,11.8,NA,4,1.9,NA,0.8
162,통영,2020-02-11,8.6,2.4,13.2,0,4.7,2.1,NA,5.9
162,통영,2020-02-12,10.8,8.2,13.7,46,9.4,2.1,NA,9.1
162,통영,2020-02-13,10.3,7.4,14.8,NA,5.3,2,NA,3.1
162,통영,2020-02-14,10.5,7.2,15.6,NA,3.5,1.3,NA,3.5
162,통영,2020-02-15,12.7,8.4,18,NA,4.9,2.4,NA,8.6
162,통영,2020-02-16,6,1.4,14.4,4.6,9.3,4.9,NA,7.8
162,통영,2020-02-17,0.6,-2.3,3.5,NA,8.4,5.3,NA,4.3
162,통영,2020-02-18,1.8,-3.8,8.3,NA,4.3,2.2,NA,0
162,통영,2020-02-19,5.5,-0.6,11,NA,4.4,1.9,NA,5.3
162,통영,2020-02-20,8.1,2.8,15.1,NA,4.8,1.7,NA,2.5
162,통영,2020-02-21,9.7,3.2,15,0.8,6.1,1.9,NA,5.5
162,통영,2020-02-22,9.8,5.2,13.2,0,6.9,3.9,NA,1.9
162,통영,2020-02-23,5.6,0.7,11.3,NA,4.5,1.8,NA,0
162,통영,2020-02-24,9.2,2.4,14.7,0.2,4.9,1.5,NA,4.4
162,통영,2020-02-25,11.9,8.2,15.8,22.8,8,3.5,NA,10
162,통영,2020-02-26,10.9,8.2,15.1,NA,4.3,2.2,NA,8.5
162,통영,2020-02-27,7.6,6,10.9,0,4.6,2.3,NA,6.9
162,통영,2020-02-28,6.9,5.7,8.5,0.6,4.6,2.9,NA,8.5
162,통영,2020-02-29,8.7,6.3,11.7,0,6.3,3.3,NA,7.3
162,통영,2020-03-01,10.2,6,14.1,0,5.4,2.5,NA,7
162,통영,2020-03-02,8.5,5.8,13,NA,6,2.9,NA,5.1
162,통영,2020-03-03,8.7,5.7,13.1,NA,4.4,2.2,NA,7.9
162,통영,2020-03-04,7.4,1.4,12.7,NA,8.7,3.9,NA,4.8
162,통영,2020-03-05,4.7,-0.5,10.6,NA,5.9,2.5,NA,0.4
162,통영,2020-03-06,6.8,0.8,12.2,NA,4.9,1.9,NA,2.4
162,통영,2020-03-07,7.3,5.1,11,1.5,7,2.4,NA,7.4
162,통영,2020-03-08,9.6,3.3,16.5,NA,5.3,2.1,NA,0.3
162,통영,2020-03-09,10.4,7,13.6,15.4,5.6,3.5,NA,9
162,통영,2020-03-10,9.4,5.8,11,10.1,6.5,2.8,NA,6.8
162,통영,2020-03-11,7.1,1.7,12.1,NA,5.1,2.8,NA,0
162,통영,2020-03-12,8.4,1.6,14.3,NA,5.9,2.2,NA,1.4
162,통영,2020-03-13,11.2,7,16.9,NA,5.4,1.9,NA,6.9
162,통영,2020-03-14,8.5,4.6,12.3,NA,6.9,3.9,NA,2.4
162,통영,2020-03-15,8.3,3.4,13.5,0,9.9,4.8,NA,2.6
162,통영,2020-03-16,6.5,1,10.9,NA,7.9,3.6,NA,2.5
162,통영,2020-03-17,10.9,5.7,14.8,NA,8.1,3.4,NA,3
162,통영,2020-03-18,11.3,5.7,16.2,NA,6.7,2.4,NA,1.1
162,통영,2020-03-19,12.4,7.2,17.2,NA,9.9,4.6,NA,2.1
162,통영,2020-03-20,10,4.4,13.9,NA,7,2.8,NA,0
162,통영,2020-03-21,13.7,8.5,17.9,NA,7.6,2.7,NA,1.5
162,통영,2020-03-22,14.1,10.4,19.4,NA,5.8,2.5,NA,5.3
162,통영,2020-03-23,13,6.8,18.2,NA,5.6,2.1,NA,0
162,통영,2020-03-24,12,7.8,16.6,NA,5.8,2.4,NA,1.6
162,통영,2020-03-25,12.7,6.8,18.3,NA,5.1,1.9,NA,2.9
162,통영,2020-03-26,13.4,10.4,17.5,33.2,7.5,2.2,NA,10
162,통영,2020-03-27,14.4,11.6,19.8,1.6,4.9,2.1,NA,9
162,통영,2020-03-28,9.8,7.8,12,0,5.5,2.4,NA,9
162,통영,2020-03-29,10,5.8,14.6,NA,5.8,2.4,NA,6
162,통영,2020-03-30,11.9,8.7,16.2,NA,5.3,2.2,NA,6.3
162,통영,2020-03-31,13,7.4,19.8,NA,5.3,2.6,NA,3.4
162,통영,2020-04-01,12.6,9.6,17.7,3.1,7.5,2.7,NA,4.9
162,통영,2020-04-02,11.2,6.5,15.7,NA,5.9,2.7,NA,1.5
162,통영,2020-04-03,12.6,6.9,18.5,NA,4.5,2,NA,2.5
162,통영,2020-04-04,12.8,6.9,19.1,NA,7.1,2.7,NA,1
162,통영,2020-04-05,9.5,4.5,14.3,NA,6.3,2.7,NA,0.4
162,통영,2020-04-06,10.8,4.6,15.8,NA,5.6,2.7,NA,3.6
162,통영,2020-04-07,13.5,7.4,19.5,NA,6.1,2.2,NA,1.3
162,통영,2020-04-08,13.9,9,18.8,NA,6.5,3.1,NA,1.1
162,통영,2020-04-09,12,6.9,16.7,NA,5.1,2.3,NA,1.3
162,통영,2020-04-10,10.5,9.6,12.9,0,4.6,1.9,NA,9.1
162,통영,2020-04-11,10,8.1,13.9,5.9,4.3,1.9,NA,9.4
162,통영,2020-04-12,9.5,7.5,13.7,9.4,7.9,3.8,NA,7.1
162,통영,2020-04-13,10.5,7.1,15.9,NA,7.6,3.9,NA,4.4
162,통영,2020-04-14,13,5.5,19.9,NA,4.6,1.8,NA,1.9
162,통영,2020-04-15,13,9.5,17.8,NA,4.9,1.7,NA,7.1
162,통영,2020-04-16,12.8,7.9,17.8,NA,5.1,2.2,NA,4
162,통영,2020-04-17,12,11.2,13.6,22.6,4.8,2,NA,8.1
162,통영,2020-04-18,13.6,9.5,18.4,NA,5.2,2.4,NA,1.9
162,통영,2020-04-19,11.9,10.4,14.6,31.1,5.7,2,NA,9.8
162,통영,2020-04-20,13.8,9.2,18.3,0.1,6.5,2.6,NA,5.4
162,통영,2020-04-21,12.2,8.2,18.2,NA,9.7,3.9,NA,6.3
162,통영,2020-04-22,9.4,4.7,15.7,NA,8.5,4.2,NA,2.4
162,통영,2020-04-23,10.2,3.6,16.6,NA,6.6,3.3,NA,2.8
162,통영,2020-04-24,11,4.5,14.8,NA,8.9,3.7,NA,0.1
162,통영,2020-04-25,15,10.4,18.3,NA,12.5,6.2,NA,0.4
162,통영,2020-04-26,14.5,10,19.9,NA,6.2,2.5,NA,3.5
162,통영,2020-04-27,13.6,9.2,18.7,NA,6.3,2.8,NA,3
162,통영,2020-04-28,14.1,8.3,19.4,NA,6,2.1,NA,0.1
162,통영,2020-04-29,15.6,10.2,21.2,NA,5,2.1,NA,0.6
162,통영,2020-04-30,17.2,13,20.8,NA,8.5,3.6,NA,2.8
162,통영,2020-05-01,18.9,16.9,22.7,NA,9,3.2,NA,5
162,통영,2020-05-02,17.8,15.8,20.2,2.9,4.5,1.8,NA,8.5
162,통영,2020-05-03,16.6,16,17.4,26.7,5.4,2.6,NA,9.1
162,통영,2020-05-04,18.9,16.2,24.3,0.1,4.1,1.8,NA,3.9
162,통영,2020-05-05,16.3,14.8,19.7,NA,4.5,1.6,NA,9.4
162,통영,2020-05-06,18.4,13.9,24.4,0,5.8,2.5,NA,2.4
162,통영,2020-05-07,17.2,12.2,22.4,NA,4.3,2.1,NA,3.8
162,통영,2020-05-08,17.2,12.4,20.8,0,5,2.3,NA,6.8
162,통영,2020-05-09,16.5,15.3,19.5,60,9.3,5.3,NA,9.4
162,통영,2020-05-10,16.6,14.3,21,NA,5.1,2.8,NA,6
162,통영,2020-05-11,18.5,12.9,25.4,NA,4.6,1.8,NA,0.8
162,통영,2020-05-12,17.9,15,20.9,NA,8.5,3.9,NA,1.8
162,통영,2020-05-13,17.4,11.2,22.5,NA,4.7,2.3,NA,0
162,통영,2020-05-14,17.6,12.7,23.4,NA,4.9,1.5,NA,5.4
162,통영,2020-05-15,16.5,14.7,19.1,22.7,9.3,2.5,NA,9.6
162,통영,2020-05-16,18,16.2,22,1,3.7,1.6,NA,7.9
162,통영,2020-05-17,18.1,15.5,21.5,NA,4.7,1.7,NA,7.5
162,통영,2020-05-18,17.8,15.8,20.1,1.7,4.4,1.7,NA,8.1
162,통영,2020-05-19,15.9,13.9,19.5,0.8,9.8,4.2,NA,3
162,통영,2020-05-20,15.7,11.7,19.7,NA,6,2.3,NA,5
162,통영,2020-05-21,15.5,13,18.9,NA,4.5,1.8,NA,7.6
162,통영,2020-05-22,16.1,12.8,21.6,NA,5.5,2,NA,3.4
162,통영,2020-05-23,17.7,12.9,21.9,NA,4.6,2.4,NA,1.4
162,통영,2020-05-24,18.6,13.3,24.2,NA,4.7,2,NA,6
162,통영,2020-05-25,19.2,16.7,23.6,NA,3.9,1.5,NA,9.4
162,통영,2020-05-26,18.2,16.2,22.8,NA,3.9,1.3,NA,7.9
162,통영,2020-05-27,20.1,15.8,26.2,NA,4.8,2,NA,5.6
